"","gbifid_","family_","genus_","species_","infraspecificepithet_","taxonrank_","scientificname_","verbatimscientificname_","province_","count_","latitude_","longitude_","date_"
"1796",1456739280,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 1nevaz","Nevada",NA,39.0117,-114.3147,2012-06-19
"1797",1456738952,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes sphne2","Nevada",NA,39.0108,-114.3014,2012-06-19
"1798",1456739419,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 2 NEV WY","Nevada",NA,39.0117,-114.3147,2012-06-19
"1799",1456739365,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Evylaeus 1washev","Nevada",NA,39.0117,-114.3147,2012-06-19
"1800",1456738794,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 28WY","Nevada",NA,39.0108,-114.3014,2012-06-19
"1801",1456738851,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 4NEV","Nevada",NA,39.0108,-114.3014,2012-06-19
"1802",1456739331,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 3nev","Nevada",NA,39.0117,-114.3147,2012-06-19
"1803",1456738920,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 17wy","Nevada",NA,39.0108,-114.3014,2012-06-19
"1804",1456738736,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes nvsph2","Nevada",NA,39.0108,-114.3014,2012-06-19
"1805",1456738745,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 13WYEV","Wyoming",NA,44.9217,-110.4124,2012-06-20
"1806",1456738160,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 5H","Montana",NA,45.0312,-110.7201,2012-06-20
"1807",1456738171,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 4H","Montana",NA,45.0312,-110.7201,2012-06-20
"1808",1456738413,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 37WY","Montana",NA,45.0312,-110.7201,2012-06-20
"1809",1456738371,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 30WY","Wyoming",NA,44.8661,-110.4108,2012-06-20
"1810",1456738676,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 18wy","Wyoming",NA,44.9217,-110.4124,2012-06-20
"1811",1456738682,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 14WYEV","Wyoming",NA,44.9217,-110.4124,2012-06-20
"1812",1456738266,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 36WY","Montana",NA,45.0312,-110.7201,2012-06-20
"1813",1456737211,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 28las","Wyoming",NA,44.9726,-110.697,2012-06-20
"1814",1456737371,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 22LAS","Wyoming",NA,44.9726,-110.697,2012-06-20
"1815",1456738627,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 16WYEV","Wyoming",NA,44.9701,-110.6999,2012-06-20
"1816",1456738445,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 20nom","Wyoming",NA,44.9701,-110.6999,2012-06-20
"1817",1456738100,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 9A","Wyoming",NA,44.9726,-110.697,2012-06-20
"1818",1456738817,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 10las","Wyoming",NA,44.9217,-110.4124,2012-06-20
"1819",1456738438,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 6H","Wyoming",NA,44.9701,-110.6999,2012-06-20
"1820",1456738642,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 20WY","Wyoming",NA,44.9217,-110.4124,2012-06-20
"1821",1456737470,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 11nom","Montana",NA,45.0312,-110.7201,2012-06-20
"1822",1456738703,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 26WY","Wyoming",NA,44.9217,-110.4124,2012-06-20
"1823",1456738105,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia new_species_1","Wyoming",NA,44.9726,-110.697,2012-06-20
"1824",1456738873,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia new_species_7_swollen_F10","Wyoming",NA,44.9217,-110.4124,2012-06-20
"1825",1456737432,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes consors_pascoensis","Montana",NA,45.0312,-110.7201,2012-06-20
"1826",1456738417,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes wysph1","Wyoming",NA,44.9701,-110.6999,2012-06-20
"1827",1456738214,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 9H","Montana",NA,45.0312,-110.7201,2012-06-20
"1828",1456737445,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 1sph","Montana",NA,45.0312,-110.7201,2012-06-20
"1829",1456741279,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus 15WEST","Utah",NA,40.4428,-111.7118,2012-06-28
"1830",1456719020,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes BADL101","South Dakota",NA,43.8668,-102.2091,2012-06-29
"1831",1456718998,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes BADL100","South Dakota",NA,43.8668,-102.2091,2012-06-29
"1832",1456741476,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 20cal","California",NA,34.0773,-119.024,2012-06-30
"1833",1456741737,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Evylaeus 8ev","California",NA,34.0141,-118.8202,2012-06-30
"1834",1456741657,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","Melissodes communis_alopex","California",NA,34.0312,-118.8105,2012-06-30
"1835",1456741524,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 14cal_evylaeus","California",NA,34.0773,-119.024,2012-06-30
"1836",1456741462,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 35CAL","California",NA,34.0773,-119.024,2012-06-30
"1837",1456741493,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 22cal","California",NA,34.0773,-119.024,2012-06-30
"1838",1456741464,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 35WY","California",NA,34.0773,-119.024,2012-06-30
"1839",1416578605,"Apidae","Bombus","Bombus sp.","","UNRANKED","BOLD:ACF1546","BOLD:ACF1546","Alaska",NA,NA,NA,2012-06-30
"1840",1456741567,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum L1","California",NA,34.0773,-119.024,2012-06-30
"1841",1456724004,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 19wy_evylaeus","Wyoming",NA,41.8704,-110.7772,2012-07-02
"1842",1456725064,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena WY2","Wyoming",NA,41.865,-110.7653,2012-07-02
"1843",1456734364,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 39wy","Montana",NA,45.0312,-110.7201,2012-07-02
"1844",1456723959,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 29sph","Wyoming",NA,41.8704,-110.7772,2012-07-02
"1845",1456723619,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 31sph","Wyoming",NA,41.8704,-110.7772,2012-07-02
"1846",1456734303,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","GENUS","Ashmeadiella Cockerell, 1897","Ashmeadiella WY_1","Wyoming",NA,44.9726,-110.697,2012-07-03
"1847",1456734660,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 1E","Wyoming",NA,44.9701,-110.6999,2012-07-03
"1848",1456739741,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes paniscus_sculleni","Wyoming",NA,43.7912,-110.7952,2012-07-04
"1849",1456739694,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 21EV","Wyoming",NA,43.7912,-110.7952,2012-07-04
"1850",1456722002,"Apidae","Triepeolus","Triepeolus sp.","","GENUS","Triepeolus Robertson, 1901","Triepeolus BADL100","South Dakota",NA,43.8668,-102.2091,2012-07-10
"1851",1456752403,"Megachilidae","Dianthidium","Dianthidium sp.","","GENUS","Dianthidium Cockerell, 1900","Dianthidium sp_parvum1","South Dakota",NA,43.847,-102.1845,2012-07-10
"1852",1456724115,"Apidae","Diadasia","Diadasia sp.","","GENUS","Diadasia Patton, 1879","Diadasia BADL100","South Dakota",NA,43.8827,-102.4219,2012-07-11
"1853",1456761086,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 38CAL","California",NA,34.0594,-119.9198,2012-07-11
"1854",1456760754,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","GENUS","Ashmeadiella Cockerell, 1897","Ashmeadiella CA_1","California",NA,34.0594,-119.9198,2012-07-11
"1855",1456760510,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 37CAL","California",NA,34.0225,-119.8728,2012-07-11
"1856",1456767536,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 26las","California",NA,34.0185,-119.6839,2012-07-12
"1857",1456767705,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 30sph","California",NA,34.0185,-119.6839,2012-07-12
"1858",1456767819,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 22 WY","California",NA,34.0185,-119.6839,2012-07-12
"1859",1456741218,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 16sph","Utah",NA,40.4436,-111.7087,2012-07-12
"1860",1456740963,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes sphut32","Utah",NA,40.4436,-111.7087,2012-07-12
"1861",1456727575,"Megachilidae","Coelioxys","Coelioxys sp.","","GENUS","Coelioxys Latreille, 1809","Coelioxys BADL100","South Dakota",NA,43.8521,-102.1753,2012-07-13
"1862",1456727555,"Megachilidae","Dianthidium","Dianthidium sp.","","GENUS","Dianthidium Cockerell, 1900","Dianthidium BADL100","South Dakota",NA,43.8668,-102.2091,2012-07-13
"1863",1456720741,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 32nom","Wyoming",NA,41.865,-110.7653,2012-07-17
"1864",1456720710,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 9sph","Wyoming",NA,41.865,-110.7653,2012-07-17
"1865",1456724555,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 24WY","Wyoming",NA,41.8704,-110.7772,2012-07-17
"1866",1456724541,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes sphwy7","Wyoming",NA,41.8704,-110.7772,2012-07-17
"1867",1456735719,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 20EV","Wyoming",NA,44.8661,-110.4108,2012-07-19
"1868",1456735588,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia WY_2","Wyoming",NA,44.8661,-110.4108,2012-07-19
"1869",1456735799,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia WY_3","Wyoming",NA,44.9217,-110.4124,2012-07-19
"1870",1456734680,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 24sph","Montana",NA,45.0312,-110.7201,2012-07-19
"1871",1456735615,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena WY8","Wyoming",NA,44.8661,-110.4108,2012-07-19
"1872",1456735776,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia WY_1","Wyoming",NA,44.8661,-110.4108,2012-07-19
"1873",1456735930,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 27WY","Wyoming",NA,44.9726,-110.697,2012-07-20
"1874",1456734166,"Apidae","Svastra","Svastra sp.","","GENUS","Svastra Holmberg, 1884","Svastra species","Maryland",NA,39.2117,-75.9826,2012-07-22
"1875",1456739644,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes sphwy3","Wyoming",NA,43.7978,-110.7384,2012-07-29
"1876",1456739592,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 18sph","Wyoming",NA,43.7978,-110.7384,2012-07-29
"1877",1456739531,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes sphwy32","Wyoming",NA,43.7978,-110.7384,2012-07-29
"1878",1456722848,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 22sph","Wyoming",NA,41.865,-110.7653,2012-07-30
"1879",1456737177,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia new_species_3","Wyoming",NA,44.8047,-110.4363,2012-08-01
"1880",1456737015,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 15WYEV","Wyoming",NA,44.8255,-110.4462,2012-08-01
"1881",2459015748,"Halictidae","Nomia","Nomia sp.","","GENUS","Nomia Latreille, 1804","Nomia species","California",NA,34.0312,-118.8105,2012-08-08
"1882",1456756709,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus 3WEST","California",NA,34.0141,-118.8202,2012-08-08
"1883",1456768916,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 5EV","Alaska",NA,61.5029,-142.8968,2012-08-12
"1884",1456736259,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 17LAS","Wyoming",NA,44.8255,-110.4462,2012-08-16
"1885",1456736097,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 33sph","Wyoming",NA,44.7628,-110.4726,2012-08-16
"1886",1456736245,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 37sph","Wyoming",NA,44.7628,-110.4726,2012-08-16
"1887",1456736262,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 7 Wy","Montana",NA,44.9217,-110.4124,2012-08-16
"1888",1456736208,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 30las","Wyoming",NA,44.8255,-110.4462,2012-08-16
"1889",1456736142,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 29WY","Wyoming",NA,44.9701,-110.6999,2012-08-17
"1890",1456739614,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 21sph","Wyoming",NA,43.7978,-110.7384,2012-08-23
"1891",1456739654,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 25sph","Wyoming",NA,43.7978,-110.7384,2012-08-23
"1892",1456739574,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 18wy_evylaeus","Wyoming",NA,43.7978,-110.7384,2012-08-23
"1893",1456739533,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 36sph","Wyoming",NA,43.7978,-110.7384,2012-08-23
"1894",1456739681,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 19 WY","Wyoming",NA,43.7912,-110.7952,2012-08-23
"1895",1456740067,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 20wash_evylaeus","Washington",NA,48.4712,-121.0522,2012-09-16
"1896",1456758951,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 19_Cal","California",NA,34.0594,-119.9198,2012-09-18
"1897",1456800925,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","Melissodes species_AA","California",NA,34.0218,-119.8711,2012-09-18
"1898",1456762356,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes 20sph","California",NA,34.0225,-119.8728,2012-09-18
"1899",1456726869,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 2EV","Wyoming",NA,44.8047,-110.4363,2012-09-19
"1900",1456726874,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","GENUS","Ashmeadiella Cockerell, 1897","Ashmeadiella difugita_emarginatula","Wyoming",NA,44.7628,-110.4726,2012-09-19
"1901",1456739756,"Apidae","Neolarra","Neolarra sp.","","GENUS","Neolarra Ashmead, 1890","Neolarra species","California",NA,34.8681,-115.7731,2012-09-26
"1902",1456765230,"Andrenidae","Perdita","Perdita sp.","","GENUS","Perdita Smith, 1853","Perdita per5","California",NA,34.0773,-119.024,2012-10-01
"1903",1456739911,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 2H","California",NA,34.8794,-115.7808,2012-11-19
"1904",3348124716,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena sp. 1 JAW-2015","",NA,38.43,-84.86,2013-04-24
"1905",1414203277,"Apidae","Diadasia","Diadasia sp.","","UNRANKED","BOLD:ACM2164","BOLD:ACM2164","California",NA,34.894,-115.702,2013-04-28
"1906",3348070350,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena sp. 2 JAW-2015","",NA,38,-84.7,2013-04-29
"1907",3348023302,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena sp. 3 JAW-2015","",NA,38,-84.7,2013-04-29
"1908",3348133215,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes sp. JAW-2015","",NA,38,-84.7,2013-04-30
"1909",1414203275,"Andrenidae","Perdita","Perdita sp.","","UNRANKED","BOLD:ACM2569","BOLD:ACM2569","California",NA,34.894,-115.702,2013-05-02
"1910",1414210107,"Apidae","Ceratina","Ceratina sp.","","UNRANKED","BOLD:AAI7472","BOLD:AAI7472","Hawaii",NA,21.011,-156.561,2013-05-03
"1911",1456785182,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena interesting","Maryland",NA,38.5291,-76.6988,2013-05-03
"1912",1414210124,"Megachilidae","Megachile","Megachile sp.","","UNRANKED","BOLD:AAY5840","BOLD:AAY5840","Hawaii",NA,20.958,-156.526,2013-05-03
"1913",3348226472,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena sp. 4 JAW-2015","",NA,38.13,-84.51,2013-05-11
"1914",1456742599,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 14_Wy","Wyoming",NA,41.865,-110.7653,2013-05-13
"1915",1456742559,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 15wy","Wyoming",NA,41.865,-110.7653,2013-05-13
"1916",1456742446,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Evylaeus 1g","Wyoming",NA,41.865,-110.7653,2013-05-13
"1917",1456742503,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 16wy","Wyoming",NA,41.865,-110.7653,2013-05-13
"1918",1456742516,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 17nom","Wyoming",NA,41.865,-110.7653,2013-05-13
"1919",1456741947,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 22nom","Wyoming",NA,41.8704,-110.7772,2013-05-13
"1920",1456741998,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 23nom","Wyoming",NA,41.8704,-110.7772,2013-05-13
"1921",1456742538,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 5nom","Wyoming",NA,41.8704,-110.7772,2013-05-13
"1922",3385609322,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","","Minnesota",NA,45.03273,-93.17855,2013-05-18
"1923",1456755279,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 11wy","Wyoming",NA,41.8704,-110.7772,2013-06-04
"1924",1456755164,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena WY3","Wyoming",NA,41.8704,-110.7772,2013-06-04
"1925",1456744854,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 10nom","Wyoming",NA,41.8361,-110.7703,2013-06-04
"1926",1456744927,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 14nom","Wyoming",NA,41.8361,-110.7703,2013-06-04
"1927",1456744879,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada 2nom","Wyoming",NA,41.8361,-110.7703,2013-06-04
"1928",4506786314,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","","",1,44.49961,-73.20356,2013-07-17
"1929",4506786356,"Andrenidae","Calliopsis","Calliopsis sp.","","GENUS","Calliopsis Smith, 1853","","",1,44.49961,-73.20356,2013-07-17
"1930",4506787905,"Apidae","Peponapis","Peponapis sp.","","GENUS","Peponapis Robertson, 1902","","",1,44.50141,-73.21559,2013-07-17
"1931",4506787907,"Apidae","Apis","Apis sp.","","GENUS","Apis Linnaeus, 1758","","",1,44.50141,-73.21559,2013-07-17
"1932",4506787795,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","","",1,44.49309,-73.20359,2013-07-17
"1933",4506788567,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","","",1,44.49909,-73.210378,2013-07-17
"1934",4506789204,"Halictidae","Augochlora","Augochlora sp.","","GENUS","Augochlora Smith, 1853","","",1,44.50141,-73.21559,2013-07-18
"1935",4506787931,"Halictidae","Dialictus","Dialictus sp.","","GENUS","Dialictus Robertson, 1902","","",1,44.50296,-73.20823,2013-07-18
"1936",4506786453,"Megachilidae","Hoplitis","Hoplitis sp.","","GENUS","Hoplitis Klug, 1807","","",1,44.49309,-73.20359,2013-07-18
"1937",1457846449,"Apidae","Anthophora","Anthophora sp.","","GENUS","Anthophora Latreille, 1803","Anthophora spp","Wyoming",NA,41.23194,-105.38972,2013-07-20
"1938",1456769539,"Megachilidae","Coelioxys","Coelioxys sp.","","GENUS","Coelioxys Latreille, 1809","Coelioxys AK_1","Alaska",NA,61.5022,-142.8975,2013-07-23
"1939",1456769461,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus 14WEST","Alaska",NA,61.5022,-142.8975,2013-07-23
"1940",1456767919,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum 6EV","Washington",NA,48.4712,-121.0522,2013-07-30
"1941",1457846261,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes spp","Wyoming",NA,41.344,-105.572,2013-08-03
"1942",2835903969,"Halictidae","Agapostemon","Agapostemon sp.","","GENUS","Agapostemon Guérin-Méneville, 1844","Agapostemon spec.","United States - California (CA)",1,32.836977,-117.2799,2013-08-10
"1943",1457846272,"Halictidae","Dufourea","Dufourea sp.","","GENUS","Dufourea Lepeletier, 1841","Dufourea spp","Wyoming",NA,41.23194,-105.38972,2013-08-13
"1944",3441413873,"Apidae","Plebeia","Plebeia sp.","","GENUS","Plebeia Schwarz, 1938","BOLD:AFI3823","",NA,NA,NA,2013-09-06
"1945",1092753327,"Apidae","Plebeia","Plebeia sp.","","GENUS","Plebeia Schwarz, 1938","Plebeia","California",NA,37.44194,-122.1419,2013-09-15
"1946",3944895554,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum (Dialictus) latiorioceps","California",NA,34.03,-118.28,2014-02-26
"1947",3944899421,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum (Dialictus) pilosfrons","California",NA,34.12,-118.28,2014-03-01
"1948",3944897136,"Apidae","Ceratina","Ceratina sp.","","GENUS","Ceratina Latreille, 1802","Ceratina (Zadontomerus) sp.","California",NA,34.05,-118.33,2014-05-03
"1949",2459082530,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus ornatus_black","Maryland",NA,39.0237,-76.8782,2014-05-08
"1950",4068299132,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada MR-1","Massachusetts",1,42.659,-73.059,2014-05-29
